subject_folder,parent_folder,relative_file,clip_name,label_guess,fps,num_frames,duration_s,gender,poses_shape,trans_shape,betas_shape,dmpls_shape,keys,error
22_23_justin,22_23_justin,22_23_justin/22_06_poses.npz,22_06_poses,,120.0,503,4.191666666666666,male,"[503, 156]","[503, 3]",[16],"[503, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_justin,22_23_justin,22_23_justin/22_07_poses.npz,22_07_poses,,120.0,303,2.525,male,"[303, 156]","[303, 3]",[16],"[303, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_justin,22_23_justin,22_23_justin/22_08_poses.npz,22_08_poses,,120.0,226,1.8833333333333333,male,"[226, 156]","[226, 3]",[16],"[226, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_justin,22_23_justin,22_23_justin/22_09_poses.npz,22_09_poses,,120.0,538,4.483333333333333,male,"[538, 156]","[538, 3]",[16],"[538, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_justin,22_23_justin,22_23_justin/22_10_poses.npz,22_10_poses,,120.0,517,4.308333333333334,male,"[517, 156]","[517, 3]",[16],"[517, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_justin,22_23_justin,22_23_justin/22_11_poses.npz,22_11_poses,,120.0,541,4.508333333333334,male,"[541, 156]","[541, 3]",[16],"[541, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_justin,22_23_justin,22_23_justin/22_12_poses.npz,22_12_poses,,120.0,304,2.533333333333333,male,"[304, 156]","[304, 3]",[16],"[304, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_justin,22_23_justin,22_23_justin/22_13_poses.npz,22_13_poses,,120.0,919,7.658333333333333,male,"[919, 156]","[919, 3]",[16],"[919, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_justin,22_23_justin,22_23_justin/22_14_poses.npz,22_14_poses,,120.0,707,5.891666666666667,male,"[707, 156]","[707, 3]",[16],"[707, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_justin,22_23_justin,22_23_justin/22_15_poses.npz,22_15_poses,,120.0,495,4.125,male,"[495, 156]","[495, 3]",[16],"[495, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_justin,22_23_justin,22_23_justin/22_16_poses.npz,22_16_poses,,120.0,432,3.6,male,"[432, 156]","[432, 3]",[16],"[432, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_justin,22_23_justin,22_23_justin/22_17_poses.npz,22_17_poses,,120.0,832,6.933333333333334,male,"[832, 156]","[832, 3]",[16],"[832, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_justin,22_23_justin,22_23_justin/22_18_poses.npz,22_18_poses,,120.0,538,4.483333333333333,male,"[538, 156]","[538, 3]",[16],"[538, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_justin,22_23_justin,22_23_justin/22_19_poses.npz,22_19_poses,,120.0,480,4.0,male,"[480, 156]","[480, 3]",[16],"[480, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_justin,22_23_justin,22_23_justin/22_20_poses.npz,22_20_poses,,120.0,376,3.1333333333333333,male,"[376, 156]","[376, 3]",[16],"[376, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_justin,22_23_justin,22_23_justin/22_21_poses.npz,22_21_poses,,120.0,389,3.2416666666666667,male,"[389, 156]","[389, 3]",[16],"[389, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_justin,22_23_justin,22_23_justin/22_22_poses.npz,22_22_poses,,120.0,181,1.5083333333333333,male,"[181, 156]","[181, 3]",[16],"[181, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_justin,22_23_justin,22_23_justin/22_23_poses.npz,22_23_poses,,120.0,215,1.7916666666666667,male,"[215, 156]","[215, 3]",[16],"[215, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_justin,22_23_justin,22_23_justin/22_24_poses.npz,22_24_poses,,120.0,214,1.7833333333333334,male,"[214, 156]","[214, 3]",[16],"[214, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_01_poses.npz,22_01_poses,,120.0,782,6.516666666666667,male,"[782, 156]","[782, 3]",[16],"[782, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_02_poses.npz,22_02_poses,,120.0,472,3.933333333333333,male,"[472, 156]","[472, 3]",[16],"[472, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_03_poses.npz,22_03_poses,,120.0,812,6.766666666666667,male,"[812, 156]","[812, 3]",[16],"[812, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_04_poses.npz,22_04_poses,,120.0,520,4.333333333333333,male,"[520, 156]","[520, 3]",[16],"[520, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_05_poses.npz,22_05_poses,,120.0,524,4.366666666666666,male,"[524, 156]","[524, 3]",[16],"[524, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_06_poses.npz,22_06_poses,,120.0,503,4.191666666666666,male,"[503, 156]","[503, 3]",[16],"[503, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_07_poses.npz,22_07_poses,,120.0,303,2.525,male,"[303, 156]","[303, 3]",[16],"[303, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_08_poses.npz,22_08_poses,,120.0,226,1.8833333333333333,male,"[226, 156]","[226, 3]",[16],"[226, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_10_poses.npz,22_10_poses,,120.0,517,4.308333333333334,male,"[517, 156]","[517, 3]",[16],"[517, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_11_poses.npz,22_11_poses,,120.0,541,4.508333333333334,male,"[541, 156]","[541, 3]",[16],"[541, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_12_poses.npz,22_12_poses,,120.0,304,2.533333333333333,male,"[304, 156]","[304, 3]",[16],"[304, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_13_poses.npz,22_13_poses,,120.0,919,7.658333333333333,male,"[919, 156]","[919, 3]",[16],"[919, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_14_poses.npz,22_14_poses,,120.0,707,5.891666666666667,male,"[707, 156]","[707, 3]",[16],"[707, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_15_poses.npz,22_15_poses,,120.0,495,4.125,male,"[495, 156]","[495, 3]",[16],"[495, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_16_poses.npz,22_16_poses,,120.0,432,3.6,male,"[432, 156]","[432, 3]",[16],"[432, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_17_poses.npz,22_17_poses,,120.0,832,6.933333333333334,male,"[832, 156]","[832, 3]",[16],"[832, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_18_poses.npz,22_18_poses,,120.0,538,4.483333333333333,male,"[538, 156]","[538, 3]",[16],"[538, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_19_poses.npz,22_19_poses,,120.0,480,4.0,male,"[480, 156]","[480, 3]",[16],"[480, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_20_poses.npz,22_20_poses,,120.0,376,3.1333333333333333,male,"[376, 156]","[376, 3]",[16],"[376, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_21_poses.npz,22_21_poses,,120.0,389,3.2416666666666667,male,"[389, 156]","[389, 3]",[16],"[389, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_22_poses.npz,22_22_poses,,120.0,181,1.5083333333333333,male,"[181, 156]","[181, 3]",[16],"[181, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_23_poses.npz,22_23_poses,,120.0,215,1.7916666666666667,male,"[215, 156]","[215, 3]",[16],"[215, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_24_poses.npz,22_24_poses,,120.0,214,1.7833333333333334,male,"[214, 156]","[214, 3]",[16],"[214, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
22_23_Rory,22_23_Rory,22_23_Rory/22_25_poses.npz,22_25_poses,,120.0,175,1.4583333333333333,male,"[175, 156]","[175, 3]",[16],"[175, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
24,24,24/24_01_poses.npz,24_01_poses,,120.0,2072,17.266666666666666,female,"[2072, 156]","[2072, 3]",[16],"[2072, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
25,25,25/25_01_poses.npz,25_01_poses,,120.0,1618,13.483333333333333,male,"[1618, 156]","[1618, 3]",[16],"[1618, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
26,26,26/26_01_poses.npz,26_01_poses,,120.0,884,7.366666666666666,male,"[884, 156]","[884, 3]",[16],"[884, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
26,26,26/26_02_poses.npz,26_02_poses,,120.0,6058,50.483333333333334,male,"[6058, 156]","[6058, 3]",[16],"[6058, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
26,26,26/26_03_poses.npz,26_03_poses,,120.0,2238,18.65,male,"[2238, 156]","[2238, 3]",[16],"[2238, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
26,26,26/26_05_poses.npz,26_05_poses,,120.0,3635,30.291666666666668,male,"[3635, 156]","[3635, 3]",[16],"[3635, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
26,26,26/26_10_poses.npz,26_10_poses,,120.0,697,5.808333333333334,male,"[697, 156]","[697, 3]",[16],"[697, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
27,27,27/27_01_poses.npz,27_01_poses,,120.0,1033,8.608333333333333,male,"[1033, 156]","[1033, 3]",[16],"[1033, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
27,27,27/27_02_poses.npz,27_02_poses,,120.0,3565,29.708333333333332,male,"[3565, 156]","[3565, 3]",[16],"[3565, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
27,27,27/27_03_poses.npz,27_03_poses,,120.0,2150,17.916666666666668,male,"[2150, 156]","[2150, 3]",[16],"[2150, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
27,27,27/27_04_poses.npz,27_04_poses,,120.0,3644,30.366666666666667,male,"[3644, 156]","[3644, 3]",[16],"[3644, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
27,27,27/27_05_poses.npz,27_05_poses,,120.0,7722,64.35,male,"[7722, 156]","[7722, 3]",[16],"[7722, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
27,27,27/27_06_poses.npz,27_06_poses,,120.0,2870,23.916666666666668,male,"[2870, 156]","[2870, 3]",[16],"[2870, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
27,27,27/27_07_poses.npz,27_07_poses,,120.0,1791,14.925,male,"[1791, 156]","[1791, 3]",[16],"[1791, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
27,27,27/27_08_poses.npz,27_08_poses,,120.0,3511,29.258333333333333,male,"[3511, 156]","[3511, 3]",[16],"[3511, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
27,27,27/27_09_poses.npz,27_09_poses,,120.0,3775,31.458333333333332,male,"[3775, 156]","[3775, 3]",[16],"[3775, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
27,27,27/27_10_poses.npz,27_10_poses,,120.0,7798,64.98333333333333,male,"[7798, 156]","[7798, 3]",[16],"[7798, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
27,27,27/27_11_poses.npz,27_11_poses,,120.0,1937,16.141666666666666,male,"[1937, 156]","[1937, 3]",[16],"[1937, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
28,28,28/28_01_poses.npz,28_01_poses,,120.0,3129,26.075,female,"[3129, 156]","[3129, 3]",[16],"[3129, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
28,28,28/28_02_poses.npz,28_02_poses,,120.0,2055,17.125,female,"[2055, 156]","[2055, 3]",[16],"[2055, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
28,28,28/28_03_poses.npz,28_03_poses,,120.0,3772,31.433333333333334,female,"[3772, 156]","[3772, 3]",[16],"[3772, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
28,28,28/28_04_poses.npz,28_04_poses,,120.0,7898,65.81666666666666,female,"[7898, 156]","[7898, 3]",[16],"[7898, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
28,28,28/28_05_poses.npz,28_05_poses,,120.0,3243,27.025,female,"[3243, 156]","[3243, 3]",[16],"[3243, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
28,28,28/28_06_poses.npz,28_06_poses,,120.0,2213,18.441666666666666,female,"[2213, 156]","[2213, 3]",[16],"[2213, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
28,28,28/28_07_poses.npz,28_07_poses,,120.0,3658,30.483333333333334,female,"[3658, 156]","[3658, 3]",[16],"[3658, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
28,28,28/28_09_poses.npz,28_09_poses,,120.0,1713,14.275,female,"[1713, 156]","[1713, 3]",[16],"[1713, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
28,28,28/28_10_poses.npz,28_10_poses,,120.0,2075,17.291666666666668,female,"[2075, 156]","[2075, 3]",[16],"[2075, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
28,28,28/28_11_poses.npz,28_11_poses,,120.0,6616,55.13333333333333,female,"[6616, 156]","[6616, 3]",[16],"[6616, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
28,28,28/28_12_poses.npz,28_12_poses,,120.0,5147,42.891666666666666,female,"[5147, 156]","[5147, 3]",[16],"[5147, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
28,28,28/28_13_poses.npz,28_13_poses,,120.0,5889,49.075,female,"[5889, 156]","[5889, 3]",[16],"[5889, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
28,28,28/28_14_poses.npz,28_14_poses,,120.0,3742,31.183333333333334,female,"[3742, 156]","[3742, 3]",[16],"[3742, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
28,28,28/28_15_poses.npz,28_15_poses,,120.0,3443,28.691666666666666,female,"[3443, 156]","[3443, 3]",[16],"[3443, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
28,28,28/28_16_poses.npz,28_16_poses,,120.0,5601,46.675,female,"[5601, 156]","[5601, 3]",[16],"[5601, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
28,28,28/28_17_poses.npz,28_17_poses,,120.0,5338,44.483333333333334,female,"[5338, 156]","[5338, 3]",[16],"[5338, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
28,28,28/28_19_poses.npz,28_19_poses,,120.0,4522,37.68333333333333,female,"[4522, 156]","[4522, 3]",[16],"[4522, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_01_poses.npz,29_01_poses,,120.0,1316,10.966666666666667,male,"[1316, 156]","[1316, 3]",[16],"[1316, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_02_poses.npz,29_02_poses,,120.0,3119,25.991666666666667,male,"[3119, 156]","[3119, 3]",[16],"[3119, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_03_poses.npz,29_03_poses,,120.0,2260,18.833333333333332,male,"[2260, 156]","[2260, 3]",[16],"[2260, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_04_poses.npz,29_04_poses,,120.0,3833,31.941666666666666,male,"[3833, 156]","[3833, 3]",[16],"[3833, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_05_poses.npz,29_05_poses,,120.0,3718,30.983333333333334,male,"[3718, 156]","[3718, 3]",[16],"[3718, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_06_poses.npz,29_06_poses,,120.0,8042,67.01666666666667,male,"[8042, 156]","[8042, 3]",[16],"[8042, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_07_poses.npz,29_07_poses,,120.0,3150,26.25,male,"[3150, 156]","[3150, 3]",[16],"[3150, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_08_poses.npz,29_08_poses,,120.0,2284,19.033333333333335,male,"[2284, 156]","[2284, 3]",[16],"[2284, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_09_poses.npz,29_09_poses,,120.0,3737,31.141666666666666,male,"[3737, 156]","[3737, 3]",[16],"[3737, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_10_poses.npz,29_10_poses,,120.0,7951,66.25833333333334,male,"[7951, 156]","[7951, 3]",[16],"[7951, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_11_poses.npz,29_11_poses,,120.0,3720,31.0,male,"[3720, 156]","[3720, 3]",[16],"[3720, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_12_poses.npz,29_12_poses,,120.0,15024,125.2,male,"[15024, 156]","[15024, 3]",[16],"[15024, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_13_poses.npz,29_13_poses,,120.0,14667,122.225,male,"[14667, 156]","[14667, 3]",[16],"[14667, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_14_poses.npz,29_14_poses,,120.0,3377,28.141666666666666,male,"[3377, 156]","[3377, 3]",[16],"[3377, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_15_poses.npz,29_15_poses,,120.0,4428,36.9,male,"[4428, 156]","[4428, 3]",[16],"[4428, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_16_poses.npz,29_16_poses,,120.0,4433,36.94166666666667,male,"[4433, 156]","[4433, 3]",[16],"[4433, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_17_poses.npz,29_17_poses,,120.0,4306,35.88333333333333,male,"[4306, 156]","[4306, 3]",[16],"[4306, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_18_poses.npz,29_18_poses,,120.0,5960,49.666666666666664,male,"[5960, 156]","[5960, 3]",[16],"[5960, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_19_poses.npz,29_19_poses,,120.0,3565,29.708333333333332,male,"[3565, 156]","[3565, 3]",[16],"[3565, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_20_poses.npz,29_20_poses,,120.0,3727,31.058333333333334,male,"[3727, 156]","[3727, 3]",[16],"[3727, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_21_poses.npz,29_21_poses,,120.0,3995,33.291666666666664,male,"[3995, 156]","[3995, 3]",[16],"[3995, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_22_poses.npz,29_22_poses,,120.0,3261,27.175,male,"[3261, 156]","[3261, 3]",[16],"[3261, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_23_poses.npz,29_23_poses,,120.0,4585,38.208333333333336,male,"[4585, 156]","[4585, 3]",[16],"[4585, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_24_poses.npz,29_24_poses,,120.0,4252,35.43333333333333,male,"[4252, 156]","[4252, 3]",[16],"[4252, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
29,29,29/29_25_poses.npz,29_25_poses,,120.0,4446,37.05,male,"[4446, 156]","[4446, 3]",[16],"[4446, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_01_poses.npz,30_01_poses,,120.0,3231,26.925,female,"[3231, 156]","[3231, 3]",[16],"[3231, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_02_poses.npz,30_02_poses,,120.0,2382,19.85,female,"[2382, 156]","[2382, 3]",[16],"[2382, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_03_poses.npz,30_03_poses,,120.0,4174,34.78333333333333,female,"[4174, 156]","[4174, 3]",[16],"[4174, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_04_poses.npz,30_04_poses,,120.0,3701,30.841666666666665,female,"[3701, 156]","[3701, 3]",[16],"[3701, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_06_poses.npz,30_06_poses,,120.0,8040,67.0,female,"[8040, 156]","[8040, 3]",[16],"[8040, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_07_poses.npz,30_07_poses,,120.0,3157,26.308333333333334,female,"[3157, 156]","[3157, 3]",[16],"[3157, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_08_poses.npz,30_08_poses,,120.0,2194,18.283333333333335,female,"[2194, 156]","[2194, 3]",[16],"[2194, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_09_poses.npz,30_09_poses,,120.0,3759,31.325,female,"[3759, 156]","[3759, 3]",[16],"[3759, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_10_poses.npz,30_10_poses,,120.0,7972,66.43333333333334,female,"[7972, 156]","[7972, 3]",[16],"[7972, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_11_poses.npz,30_11_poses,,120.0,14909,124.24166666666666,female,"[14909, 156]","[14909, 3]",[16],"[14909, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_12_poses.npz,30_12_poses,,120.0,14762,123.01666666666667,female,"[14762, 156]","[14762, 3]",[16],"[14762, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_13_poses.npz,30_13_poses,,120.0,1965,16.375,female,"[1965, 156]","[1965, 3]",[16],"[1965, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_14_poses.npz,30_14_poses,,120.0,2575,21.458333333333332,female,"[2575, 156]","[2575, 3]",[16],"[2575, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_15_poses.npz,30_15_poses,,120.0,3216,26.8,female,"[3216, 156]","[3216, 3]",[16],"[3216, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_16_poses.npz,30_16_poses,,120.0,3620,30.166666666666668,female,"[3620, 156]","[3620, 3]",[16],"[3620, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_17_poses.npz,30_17_poses,,120.0,2902,24.183333333333334,female,"[2902, 156]","[2902, 3]",[16],"[2902, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_18_poses.npz,30_18_poses,,120.0,3567,29.725,female,"[3567, 156]","[3567, 3]",[16],"[3567, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_19_poses.npz,30_19_poses,,120.0,4094,34.11666666666667,female,"[4094, 156]","[4094, 3]",[16],"[4094, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_20_poses.npz,30_20_poses,,120.0,3419,28.491666666666667,female,"[3419, 156]","[3419, 3]",[16],"[3419, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_21_poses.npz,30_21_poses,,120.0,4086,34.05,female,"[4086, 156]","[4086, 3]",[16],"[4086, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_22_poses.npz,30_22_poses,,120.0,3286,27.383333333333333,female,"[3286, 156]","[3286, 3]",[16],"[3286, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
30,30,30/30_23_poses.npz,30_23_poses,,120.0,3923,32.69166666666667,female,"[3923, 156]","[3923, 3]",[16],"[3923, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
31,31,31/31_01_poses.npz,31_01_poses,,120.0,3955,32.958333333333336,male,"[3955, 156]","[3955, 3]",[16],"[3955, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
31,31,31/31_02_poses.npz,31_02_poses,,120.0,2272,18.933333333333334,male,"[2272, 156]","[2272, 3]",[16],"[2272, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
31,31,31/31_03_poses.npz,31_03_poses,,120.0,3700,30.833333333333332,male,"[3700, 156]","[3700, 3]",[16],"[3700, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
31,31,31/31_05_poses.npz,31_05_poses,,120.0,3181,26.508333333333333,male,"[3181, 156]","[3181, 3]",[16],"[3181, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
31,31,31/31_06_poses.npz,31_06_poses,,120.0,2111,17.591666666666665,male,"[2111, 156]","[2111, 3]",[16],"[2111, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
31,31,31/31_07_poses.npz,31_07_poses,,120.0,3693,30.775,male,"[3693, 156]","[3693, 3]",[16],"[3693, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
31,31,31/31_08_poses.npz,31_08_poses,,120.0,7862,65.51666666666667,male,"[7862, 156]","[7862, 3]",[16],"[7862, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
31,31,31/31_09_poses.npz,31_09_poses,,120.0,14654,122.11666666666666,male,"[14654, 156]","[14654, 3]",[16],"[14654, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
31,31,31/31_10_poses.npz,31_10_poses,,120.0,13659,113.825,male,"[13659, 156]","[13659, 3]",[16],"[13659, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
31,31,31/31_11_poses.npz,31_11_poses,,120.0,3875,32.291666666666664,male,"[3875, 156]","[3875, 3]",[16],"[3875, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
31,31,31/31_13_poses.npz,31_13_poses,,120.0,3888,32.4,male,"[3888, 156]","[3888, 3]",[16],"[3888, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
31,31,31/31_14_poses.npz,31_14_poses,,120.0,3793,31.608333333333334,male,"[3793, 156]","[3793, 3]",[16],"[3793, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
31,31,31/31_15_poses.npz,31_15_poses,,120.0,3707,30.891666666666666,male,"[3707, 156]","[3707, 3]",[16],"[3707, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
31,31,31/31_16_poses.npz,31_16_poses,,120.0,3910,32.583333333333336,male,"[3910, 156]","[3910, 3]",[16],"[3910, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
31,31,31/31_17_poses.npz,31_17_poses,,120.0,3993,33.275,male,"[3993, 156]","[3993, 3]",[16],"[3993, 8]",trans;gender;mocap_framerate;betas;dmpls;poses,
